BUSBY2020_abh9	BUSBY2020	Asia	Western_Asia	Abkhazia	Abkhasian	Microarray
1000G_HG04107	1000G	Asia	South_Asia	Sri_Lanka	Sri_Lankan	Whole_genome_sequencing
1000G_HG04114	1000G	Asia	South_Asia	Sri_Lanka	Sri_Lankan	Whole_genome_sequencing
1000G_HG04115	1000G	Asia	South_Asia	Sri_Lanka	Sri_Lankan	Whole_genome_sequencing
1000G_HG04118	1000G	Asia	South_Asia	India	Telugu	Whole_genome_sequencing
1000G_HG04122	1000G	Asia	South_Asia	Sri_Lanka	Sri_Lankan	Whole_genome_sequencing
1000G_HG04127	1000G	Asia	South_Asia	Sri_Lanka	Sri_Lankan	Whole_genome_sequencing
1000G_HG04128	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04131	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04132	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04133	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04134	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04135	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04136	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04140	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04141	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04142	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04144	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04146	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04147	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04148	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04149	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04150	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04151	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04152	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04153	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04155	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04156	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04157	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04158	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04159	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04160	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04161	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04162	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04164	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04171	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04173	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04174	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04175	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04176	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04177	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04180	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04181	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04182	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04183	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04184	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04185	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04186	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04187	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04188	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04189	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04191	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04192	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04193	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04194	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04195	1000G	Asia	South_Asia	Bangladesh	Bengali	Whole_genome_sequencing
1000G_HG04197	1000G	Asia	South_Asia	Sri_Lanka	Sri_Lankan	Whole_genome_sequencing
1000G_HG04198	1000G	Asia	South_Asia	India	Telugu	Whole_genome_sequencing
1000G_HG04199	1000G	Asia	South_Asia	Sri_Lanka	Sri_Lankan	Whole_genome_sequencing
1000G_HG04200	1000G	Asia	South_Asia	India	Telugu	Whole_genome_sequencing
1000G_HG04202	1000G	Asia	South_Asia	India	Telugu	Whole_genome_sequencing
1000G_HG04204	1000G	Asia	South_Asia	Sri_Lanka	Sri_Lankan	Whole_genome_sequencing
1000G_HG04206	1000G	Asia	South_Asia	India	Telugu	Whole_genome_sequencing
1000G_HG04208	1000G	Asia	South_Asia	Sri_Lanka	Sri_Lankan	Whole_genome_sequencing
1000G_HG04209	1000G	Asia	South_Asia	India	Telugu	Whole_genome_sequencing
1000G_HG04210	1000G	Asia	South_Asia	Sri_Lanka	Sri_Lankan	Whole_genome_sequencing
1000G_HG04211	1000G	Asia	South_Asia	India	Telugu	Whole_genome_sequencing
1000G_HG04212	1000G	Asia	South_Asia	India	Telugu	Whole_genome_sequencing
1000G_HG04214	1000G	Asia	South_Asia	India	Telugu	Whole_genome_sequencing
1000G_HG04215	1000G	Asia	South_Asia	Sri_Lanka	Sri_Lankan	Whole_genome_sequencing
1000G_HG04216	1000G	Asia	South_Asia	India	Telugu	Whole_genome_sequencing
1000G_HG04217	1000G	Asia	South_Asia	India	Telugu	Whole_genome_sequencing
1000G_HG04219	1000G	Asia	South_Asia	India	Telugu	Whole_genome_sequencing
1000G_HG04222	1000G	Asia	South_Asia	India	Telugu	Whole_genome_sequencing
1000G_HG04225	1000G	Asia	South_Asia	India	Telugu	Whole_genome_sequencing
1000G_HG04227	1000G	Asia	South_Asia	Sri_Lanka	Sri_Lankan	Whole_genome_sequencing
1000G_HG04228	1000G	Asia	South_Asia	Sri_Lanka	Sri_Lankan	Whole_genome_sequencing
1000G_HG04229	1000G	Asia	South_Asia	Sri_Lanka	Sri_Lankan	Whole_genome_sequencing
1000G_HG04235	1000G	Asia	South_Asia	India	Telugu	Whole_genome_sequencing
1000G_HG04238	1000G	Asia	South_Asia	India	Telugu	Whole_genome_sequencing
1000G_HG04239	1000G	Asia	South_Asia	India	Telugu	Whole_genome_sequencing
1000G_HG04301	1000G	Europe	North_Europe	England_and_Scotland	British	Whole_genome_sequencing
1000G_HG04302	1000G	Europe	North_Europe	England_and_Scotland	British	Whole_genome_sequencing
1000G_HG04303	1000G	Europe	North_Europe	England_and_Scotland	British	Whole_genome_sequencing
1000G_NA06984	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA06985	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA06986	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA06989	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA06991	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA06993	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA06994	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA06995	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA06997	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA07000	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA07014	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA07019	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA07022	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA07029	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA07031	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA07034	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA07037	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA07045	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA07048	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA07051	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA07055	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA07056	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA07340	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA07345	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA07346	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA07347	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA07348	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA07349	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA07357	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA07435	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA10830	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA10831	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA10835	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA10836	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA10837	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA10838	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA10839	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA10840	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA10842	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA10843	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA10845	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA10846	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA10847	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA10850	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA10851	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA10852	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA10853	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA10854	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA10855	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA10856	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA10857	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA10859	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA10860	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA10861	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA10863	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA10864	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA10865	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA11829	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA11830	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA11831	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA11832	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA11839	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA11840	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA11843	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA11881	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA11882	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA11891	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA11892	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA11893	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA11894	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA11917	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA11918	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA11919	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA11920	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA11930	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA11931	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA11932	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA11933	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA11992	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA11993	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA11994	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA11995	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12003	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12004	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12005	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12006	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12043	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12044	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12045	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12046	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12056	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12057	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12058	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12144	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12145	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12146	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12154	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12155	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12156	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12234	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12239	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12248	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12249	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12264	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12272	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12273	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12274	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12275	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12282	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12283	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12286	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12287	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12329	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12335	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12336	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12340	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12341	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12342	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12343	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12344	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12347	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12348	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12375	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12376	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12383	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12386	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12399	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12400	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12413	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12414	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12485	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12489	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12546	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12707	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12708	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12716	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12717	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12718	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12739	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12740	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12748	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12749	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12750	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12751	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12752	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12753	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12760	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12761	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12762	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12763	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12766	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12767	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12775	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12776	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12777	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12778	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12801	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12802	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12812	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12813	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12814	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12815	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12817	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12818	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12827	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12828	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12829	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12830	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12832	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12842	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12843	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12864	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12865	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12872	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12873	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12874	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12875	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12877	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12878	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12889	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12890	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12891	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA12892	1000G	Europe	North_Europe	Europe	Northern_Western_European	Whole_genome_sequencing
1000G_NA18484	1000G	Africa	Western_Africa	Nigeria	Yoruba	Whole_genome_sequencing
1000G_NA18485	1000G	Africa	Western_Africa	Nigeria	Yoruba	Whole_genome_sequencing
1000G_NA18486	1000G	Africa	Western_Africa	Nigeria	Yoruba	Whole_genome_sequencing
1000G_NA18487	1000G	Africa	Western_Africa	Nigeria	Yoruba	Whole_genome_sequencing
1000G_NA18488	1000G	Africa	Western_Africa	Nigeria	Yoruba	Whole_genome_sequencing
1000G_NA18489	1000G	Africa	Western_Africa	Nigeria	Yoruba	Whole_genome_sequencing
1000G_NA18497	1000G	Africa	Western_Africa	Nigeria	Yoruba	Whole_genome_sequencing
1000G_NA18498	1000G	Africa	Western_Africa	Nigeria	Yoruba	Whole_genome_sequencing
1000G_NA18499	1000G	Africa	Western_Africa	Nigeria	Yoruba	Whole_genome_sequencing
1000G_NA18500	1000G	Africa	Western_Africa	Nigeria	Yoruba	Whole_genome_sequencing
1000G_NA18501	1000G	Africa	Western_Africa	Nigeria	Yoruba	Whole_genome_sequencing
1000G_NA18502	1000G	Africa	Western_Africa	Nigeria	Yoruba	Whole_genome_sequencing
1000G_NA18503	1000G	Africa	Western_Africa	Nigeria	Yoruba	Whole_genome_sequencing
1000G_NA18504	1000G	Africa	Western_Africa	Nigeria	Yoruba	Whole_genome_sequencing
1000G_NA18505	1000G	Africa	Western_Africa	Nigeria	Yoruba	Whole_genome_sequencing
1000G_NA18506	1000G	Africa	Western_Africa	Nigeria	Yoruba	Whole_genome_sequencing
1000G_NA18507	1000G	Africa	Western_Africa	Nigeria	Yoruba	Whole_genome_sequencing
1000G_NA18508	1000G	Africa	Western_Africa	Nigeria	Yoruba	Whole_genome_sequencing
1000G_NA18509	1000G	Africa	Western_Africa	Nigeria	Yoruba	Whole_genome_sequencing
1000G_NA18510	1000G	Africa	Western_Africa	Nigeria	Yoruba	Whole_genome_sequencing
1000G_NA18511	1000G	Africa	Western_Africa	Nigeria	Yoruba	Whole_genome_sequencing
1000G_NA18515	1000G	Africa	Western_Africa	Nigeria	Yoruba	Whole_genome_sequencing
1000G_NA18516	1000G	Africa	Western_Africa	Nigeria	Yoruba	Whole_genome_sequencing
1000G_NA18517	1000G	Africa	Western_Africa	Nigeria	Yoruba	Whole_genome_sequencing
1000G_NA18518	1000G	Africa	Western_Africa	Nigeria	Yoruba	Whole_genome_sequencing
1000G_NA18519	1000G	Africa	Western_Africa	Nigeria	Yoruba	Whole_genome_sequencing
